"x","y","Endothelial cells","Fibroblasts","Neutrophils","Epithelial cells","Proliferation","Astrocytes","Neurons","Oligodendrocytes","Mesenchymal cells","Macrophages/Microglia cells"
3880,2400,0.409101608189491,0.0819747541515806,0.0198343255924679,0.00101525842408047,5.79503076794998e-05,0.0198682482899545,0.032123249670891,0.172978776650448,0.033265176449517,0.22978065227389
6012,9474,0.128783038039411,0.120636412040977,0.107793274184623,0.00099321077348221,0.000254676673711993,0.0320875611662487,0.202363950729546,0.122176738230934,0.059220341464579,0.225690796696488
6842,4200,0.00577403286795069,0.156493695843821,0.0585672803089,0.00740553596162385,0.000391746021903303,0.0211563525824272,0.032924226111307,0.116224542753256,0.225142584928572,0.37592000262024
8838,7917,0.000980441576386159,0.063281078079051,0.213381546938196,0.00170743644822974,4.46610358947529e-05,0.0621689540468158,0.178187107839358,0.172683681760384,0.0249776927065765,0.282587399569108
8700,7438,0.00100743826448992,0.0722221326025828,0.230027773325939,0.00499216915331551,3.84118632640651e-05,0.0623275898607982,0.261839633893377,0.187774440157257,0.0158747445961965,0.16389566628278
5049,7076,0.0579460699252734,0.0985965208152573,0.120256297055146,0.00777925968399704,0.000863168712696986,0.0465755802533868,0.0930564822924121,0.131196034022694,0.110331985821484,0.333398601417652
5256,7196,0.0399594559929707,0.261544630275578,0.0706682269884283,0.00365138475482799,0.000103606644601206,0.0190657336290506,0.110550216336961,0.10298540195908,0.0634033072539434,0.328068036164559
5119,4319,0.00147183737324953,0.203067870907463,0.0577764839446396,0.00367449981994423,0.000385679040353904,0.0149017106662175,0.0803313819541014,0.219135400673436,0.112529699553483,0.306725436067112
9870,10195,0.123213429550672,0.100666568911697,0.105410736069628,0.000695308514041045,0.000121358911917266,0.00567727673987634,0.0579664496382096,0.19206255678678,0.0700951990977661,0.344091115779413
8083,2522,0.000873137172317281,0.0643675490948062,0.14712376735563,0.0416706324645101,0.000306121217081836,0.0295392174592796,0.0562772624570635,0.110687905491094,0.208271753779365,0.340882653508853
7461,5759,0.16565347436846,0.0263551172409814,0.109419833169729,0.000931125877421667,5.28813282351186e-05,0.0448652758000382,0.125898982827869,0.133088179546668,0.0611458888269706,0.332589241013627
10147,7079,0.00182853638729905,0.0695259237765308,0.149977594924151,0.010358566776091,0.000319564037928538,0.0363176148367375,0.162669693937083,0.162215356432902,0.223827748332384,0.182959400558893
5672,1922,0.0165878848688813,0.144846434116514,0.0781693253005674,0.00504596998612512,0.000669810032159778,0.0127537131690656,0.110770223720615,0.0979619336322746,0.184390061280017,0.34880464389378
6564,8036,0.179855405568859,0.107258815531577,0.0673101627553596,0.00271941696821569,0.000242880761680264,0.0511700905312527,0.0601637857563585,0.159913772913364,0.113010988932816,0.258354680280518
