"x","y","Proliferation","Astrocytes","Neurons","Fibroblasts","Epithelial cells","Endothelial cells","Neutrophils"
9664,9356,1.75370866506429e-09,0.017801464410703,0.14721175625897,0.0350928541883926,0.000137909075655619,0.53634395152756,0.26341206278501
6567,2042,1.89858470732427e-08,0.000144780364924757,0.414113513498066,0.0325924779641474,0.00844800173089035,0.417307038058769,0.127394169397356
7184,9595,4.17014744309371e-07,0.0329627893460871,0.341200588721855,0.198402641860409,0.0126149805687475,0.325861655648978,0.0889569268391783
4430,5757,1.11618370459267e-06,0.00953374627166206,0.407535164523732,0.162812417380161,0.0105902479874551,0.272029519669707,0.137497787983579
4980,7676,0.00879434965909857,0.010265572486634,0.370257715075475,0.141295659841613,0.00816380674155105,0.236760671181174,0.224462225014454
7256,2042,2.67176971489874e-08,0.000104024907594759,0.123851128845104,0.0131859266033004,0.00144038050736395,0.86066395285167,0.000754559567269649
3673,4198,4.44658572479885e-11,0.000199758328066191,1.52758750197988e-06,0.000197554027101376,4.33089798196752e-07,0.997647496148632,0.00195323077443455
4910,9474,0.0796685856242141,0.00844111264907979,0.215390793544636,0.181637929048888,0.0175289327150651,0.232513017321717,0.2648196290964
5531,7676,1.59405561589749e-06,0.00166614555722857,0.478252857658022,0.0580600488100102,0.013295268732763,0.353106042161411,0.0956180430249493
8287,7198,8.853108131789e-07,0.0782453882035747,0.589494500396521,0.0119179252881617,0.0197412037861974,0.14483488773366,0.155765209281072
10012,2283,0.000594753915885067,0.0716437210071308,0.17390688991727,0.0509252908858886,0.0169570710706607,0.261968020792677,0.424004252410487
10011,3722,2.95421051090813e-08,0.000373664765212731,0.00475054707465574,0.000973187605251353,7.06804164400941e-05,0.733117384814427,0.260714505781908
6289,8276,6.98745059194148e-09,0.00191073788523543,0.00101258845777275,0.022864341282078,9.46507354949934e-05,0.795114547883315,0.179003126768653
5258,2401,6.40168302238359e-08,0.00161162946704627,0.30406277401588,0.0285309751730097,0.00263865057433644,0.198736023319507,0.46441988343339
9872,7318,1.07804263531438e-08,0.0185643437966387,0.45992496349436,0.0477975824657137,0.000672280453438753,0.0232455229261241,0.449795296083299
