"x","y","Endothelial cells","Mural cells","Cytokines","Neurons","Epithelial cells","Proliferation","OPCs"
7116,7077,0.076019955081714,0.00365963813299651,0.0829217296735709,0.0145880129245884,0.0404348241005223,1.61799838449341e-05,0.782359660102763
9666,5760,0.152136747135344,0.00557168421382114,0.200872320300577,0.00696253415501171,0.0497656598509695,6.91583226489533e-05,0.584621896021627
7805,7797,0.00381740217490834,0.000222596959912138,0.0601913816031336,9.60172974552509e-05,0.0261296383581355,6.22355303798231e-07,0.909542341251151
8355,9236,0.0673075549107658,0.00458040156222368,0.119308959145013,0.00785733770657763,0.0606427928203548,0.000206951775320458,0.740096002079744
9320,7798,0.00876306268393875,0.000413402708814391,0.0637102802770158,0.000484080571060924,0.0288208439902655,1.37822840184307e-06,0.897806951540503
10011,3962,0.0487191765030633,0.00241968848608705,0.293018436520043,0.000194312664635786,0.0545047194818981,2.24831180058415e-05,0.601121183226267
4017,3359,0.000982494386116776,2.28714250631929e-05,0.0539904896863218,3.1765641049166e-06,0.0272226164287095,3.65609062208579e-06,0.917774695419062
7118,3001,0.0133155895419104,0.00104129963237343,0.082277471815612,0.000663090460997553,0.0608059408969261,7.15140025001406e-06,0.84188945625193
5877,5398,0.00225009224753789,0.000142129211564714,0.0532406088834558,6.49989465831158e-05,0.0402092012668549,6.51601089234018e-07,0.904092317842914
6359,5518,0.00356418690525519,0.000186594266195412,0.0768885910957401,0.000128883998925047,0.046793738599753,1.32810065137008e-06,0.87243667703348
8289,3122,0.0787176049662222,0.00674673215467351,0.127480696543966,0.0126247579701931,0.0721398280811756,3.69150679527397e-05,0.702253465215817
4497,8035,0.0301283369867092,0.00164025531951869,0.129970478411921,0.000677811052327913,0.0924672444231044,0.000403382871955102,0.744712490934463
3674,2040,0.121993887221357,0.00204755151036459,0.0592913138929314,0.00583909563869528,0.0530739948596692,3.1078120014223e-05,0.757723078756969
8565,2163,0.0809965791226952,0.00951032992523123,0.181006811717108,0.0175888768583001,0.0909645719412371,0.000124309334587108,0.619808521100842
4636,7076,0.0247013129334187,0.000656468164849013,0.0975331980463999,0.0010837587670308,0.0697041332573609,4.00025677714788e-05,0.806281126263169
5257,4799,0.00533541900924166,0.000414813433573522,0.0717286047853155,0.000557573599090456,0.0498812268691841,5.8887363816647e-07,0.872081773429957
4910,8754,0.00415826025402567,0.000203300946901206,0.0872144592000213,0.000165858212793539,0.0593765147102903,5.7698613696658e-05,0.848823908062271
4086,4918,0.0156224009527204,0.000166704837681538,0.0823357916420815,0.000229544150745258,0.0662887262637166,1.71552815323234e-06,0.835355116624901
8769,7557,0.00707811513525374,0.000472616224140696,0.0718941531785245,0.000338706316266032,0.0391581931357886,7.54083218985563e-07,0.881057461926807
6843,2522,0.0186980234043543,0.000716731405015374,0.072830528763803,0.00157323172946189,0.0579699620030558,8.51541235198138e-06,0.848203007281958
3809,6836,0.0153120583698658,0.000463106938787681,0.101785848143005,0.000769370730852797,0.0703338146925061,4.74685703095444e-05,0.811288332554673
4707,2161,0.187949876662405,0.0114402077073486,0.141077865292428,0.0191987443604602,0.0945472127075232,0.00169949957533313,0.544086593694501
4497,8514,0.000165626709944445,2.96241863097722e-06,0.0532252999823226,4.08464443134834e-07,0.0344270475961802,1.66853572446176e-07,0.912178487974906
4499,4918,0.0385725486277566,0.0092556116874537,0.102418229963361,0.0231246807052805,0.0861256314960833,0.00284266816497808,0.737660629355087
