"gene","avg_log2FC","pct.1","pct.2","diff.pct","p_val","p_val_adj","cluster"
"SRRM3",2.25003493966194,0.356,0.081,0.275,1.1931494751982e-67,2.83229822422549e-63,"8"
"INA",2.23972872564832,0.12,0.032,0.088,6.77748011549182e-18,1.60883822981545e-13,"8"
"AMPH",2.21552972655209,0.166,0.051,0.115,4.3862417172544e-21,1.04120605884185e-16,"8"
"STMN2",2.2141543620826,0.901,0.326,0.575,2.50306236539497e-145,5.94176944297459e-141,"8"
"SCN3B",2.16391722308418,0.12,0.022,0.098,2.31826039408541e-28,5.50308652347995e-24,"8"
"SYT4",2.13356665323469,0.14,0.029,0.111,1.09090475287701e-28,2.58958970237945e-24,"8"
"SCN2A",2.12987349327217,0.14,0.042,0.098,1.10489430037943e-17,2.62279809024069e-13,"8"
"SEZ6L2",2.12104048949681,0.268,0.065,0.203,1.02818934614698e-46,2.4407158698837e-42,"8"
"TSHZ2",2.11205134732905,0.16,0.061,0.099,2.73527131134418e-14,6.49298703886882e-10,"8"
"APBB1IP",14.3167205773087,0.211,0,0.211,0,0,"9"
"CD53",14.0095702363929,0.153,0,0.153,2.85230893157834e-278,6.77081094178067e-274,"9"
"MS4A6A",13.9979813037473,0.149,0,0.149,8.89974610486541e-271,2.11262173037295e-266,"9"
"ITGAX",13.845495080189,0.161,0,0.161,2.89750839778121e-293,6.87810543465304e-289,"9"
"GPR183",13.7471471781236,0.256,0,0.256,0,0,"9"
"PARVG",13.6837521617047,0.136,0,0.136,2.64493609213451e-248,6.27854929550891e-244,"9"
"FCGR1A",13.564477850585,0.124,0,0.124,7.610898266496e-226,1.80667503050082e-221,"9"
"MS4A4A",13.5595066431768,0.128,0,0.128,2.49247841549468e-233,5.91664526270127e-229,"9"
"IRF8",13.458354214067,0.107,0,0.107,6.39268365350069e-196,1.51749524566799e-191,"9"
"C1QC",13.066771393118,0.281,0,0.281,0,0,"9"
